,sentence,LABEL
1487,someone somewhere like slidon,0
1488,haylz stone wot wana skin bones gud perfecto way xxx,0
1489,caffeine fixing headache,0
1490,becs call political website quot stress tests quot,1
1491,stuck traffic time grrrr,0
1492,alexorman self concious,0
1493,sunday means tomorow school,0
1494,hester love show bravo addiction,1
1495,battery shit died car today stuck gas station super hungry,0
1496,says yep agree,1
1497,whiterabbit great even thinking start gym tomorrow know guy little tummy,1
1498,work wanna,0
1499,wubsnet never brothers enemies port charles sorry,0
1500,bingfutch keeping music going twitter stream would empty everybody tonight,1
1501,moonsoar thanks court,1
1502,twitter myspace facebook unblocked school love,1
1503,jamie oliver whats going,1
1504,lost dark hear laughing,0
1505,watching bride wars,1
1506,missed snl hate,0
1507,suzemuse uhm backwards wrong,0
1508,woke nap,1
1509,loving hott weather amp little tan back salon feels ready summer amp holiday,1
1510,getting ready collect first new glasses nearly decade,1
1511,sleepover charro get excited going party,1
1512,apple worldwide developers conference kick keynote address tomorrow see new iphone,1
1513,want new bed repaint room get proper bookshelf etc,0
1514,going bed goodnight,1
1515,lied great,1
1516,going friend soon shopping,1
1517,proud everyone retweeting typo changed,0
1518,mileycyrus tell vote cause germany btw love music,0
1519,bawrie sucks bawrie awww tomorrow without dom,0
1520,tnaaddicted damn,0
1521,made rice pasta feeding animals time watch news see happening around world farm,1
1522,dublins dave try place order next week even,1
1523,pitchforkred sorry hear,0
1524,best mouth south,1
1525,lesleychang lol ouch back year tho testing outside vancouver see survive hopefully,1
1526,pretty day sit cemetary eat lunch,1
1527,bmaynorx love driving school darlin home thurs,1
1528,jonathanrknight sad right work could last words hope chance see,0
1529,pineapple cool whip beaver nuggets texas,1
1530,ashjolliffe thank lok later stupid laptop wont let,0
1531,playing super mario brothers cheeling,1
1532,xclusivebby lol hey shmoopie,1
1533,epic bbq evening yesterday unfortunately mandatory headache kicked vengence today,0
1534,babies made day got work thank god little people,1
1535,mikael know since started job looked circumcised penises amp look scarred disfigured poor hubby,0
1536,martial artist yeah screams quot incest quot lol,1
1537,team levels difference change,1
1538,glennabean lmfaooo would much fun tell moving someone doubt,1
1539,seriously loving myspace love,1
1540,lannydoodle good morning good morning late say goodnight lol singing rain singsongy mood,1
1541,way tepper galleries love new job,1
1542,nevershoutaziah computer,0
1543,restaurant twiquarius talk tonight,1
1544,ohsuperheroine glad,1
1545,waaah masseuse fully booked shoulder rub today,0
1546,chuck peed leg bed hello couch,0
1547,blazing lmao yet wish,0
1548,bored abbey playing peek boo amp want play rejected year old,0
1549,want work today,0
1550,anothersaturday pics mostly mine lol stealer,0
1551,twitter still hasnt let upload pictureeee,0
1552,dougiemcfly dooougiecplease tell crying lov much,0
1553,theellenshow favorite nail polish,0
1554,aspaphoto thanks yes sun shining fave spot london lunch life goodlier,1
1555,jonathanrknight nothing love jon keep smiling,1
1556,goin florida like days psyched packin right,1
1557,work ugh good week far,0
1558,watching smurfs childish keeps creative,1
1559,missxsonya excedrin migraine next time trust get time feel pain,0
1560,originalgata good btw get interview questions hope help spread word accomplishments,1
1561,trip nyc jak see beach trip lands stay tuned schedule updates,0
1562,hekissedmyhand work saddddd dayyyyy,0
1563,leeboardman cheers entertainment,1
1564,mariefayandre thanks,1
1565,mileycyrus god blizzard,0
1566,debbas yes saw funny cartoon man naked beach amp imagining women dressed hahhaha,1
1567,mcrmuffin jst throwin somethin,1
1568,contactnaveen welcome,1
1569,teamhate dammit want,0
1570,still blogtv chat littleradge hours later lol insane amounts fun fans planning stuff,1
1571,demoness yup eee,0
1572,bit tired today still revision,0
1573,blizzardskies work little kids day,1
1574,somebody save work want someone kidnap,0
1575,mariahcarey whens next album come,1
1576,heading work hate mornings,0
1577,weds last day school tomorrow finals finals finals day ugg specially someone feel good,0
1578,missladyswd girl saw twit workin game sorry lost,0
1579,bumblebeebree says thank,1
1580,conquerofawesom hope back feeling better weekend fun partying bad back,0
1581,notoriousflirt thanks honey,1
1582,theadamlambert inspire thank xoxo,1
1583,prom fun,1
1584,itsnikki manchester amazing true hear letmypridebe gosh texas probably till sxsw next year,0
1585,putting pictures wall,1
1586,morning tweeps todays exams chemical indonesian shit chemical wish luck,0
1587,zefamedia love could make one interesting evening,1
1588,still stomach feel good right jump shower wake though lol,0
1589,carmabella yes wait till bones grey marathon,1
1590,feel bad one friends,0
1591,morning minx zara eva mediacat hol let put tweetschoolonline stuff together week,1
1592,jemcam going away looks like wait,0
1593,getting chance see son run district competition today normally around excited,1
1594,therealceaza,0
1595,thomasfiss nope foget take pic new hair,0
1596,lancesmithshow poor raccoon,0
1597,omg days worth podcasts heard yet oughta get five hour road trip quite nicely,1
1598,time last week danni getting ready,0
1599,love weather jessi,1
1600,great weekend friends going hard back routine things,0
1601,carinafox haha picked idolscott tickets tmaster yup bought month ago never went get,1
1602,thought give tweeps update update vecordy says something,1
1603,getting ready last monday school ever,1
1604,sick work still,0
1605,tamapalace heyy tamagotchi girl obotchi year old training points uncovered tamagotchi days ago,1
1606,nycgrl following following lol,0
1607,ashbashoneonly said someone else today want summer lol since yrs ago,0
1608,cupcake died,0
1609,mrstephens head hurt hella bad,0
1610,back editing book tweets later,1
1611,think awesome mishacollins votes oprah tweeterwall keep work,1
1612,smitch know said,0
1613,eat something pita bread,1
1614,jeffmello good morning sir blip,1
1615,omgosh tony orlando show awesome lots love,1
1616,mommab find tomorrow,1
1617,nice relaxing day dead tired goooodnight,1
1618,manchester orchestra good live minus meeting sweet bearded singer,0
1619,last minute revision chem exam basically saying much fun,1
1620,lyyyl congrats graduation karen,1
1621,everything working bad today still feeling positive though change attitude,1
1622,fucking hates lalalala suuuuch good weekend,1
1623,ughh mean,0
1624,brb exactly mins plzzzz guys,1
1625,bahamabob mosquitoes yet arrive soon,0
1626,music ever want water hurts stand,0
1627,thc long beach cousin knew good places everything since paled comparison,1
1628,redchinese yes dun wanna hard time man haha,0
1629,whisenhunt haha job started get paid biweekly excuse lol,0
1630,sukebeuchujin get far without,1
1631,ammouni always always,1
1632,maths exam today ahhh hours painful maths gonna die fail time need freaking miracle right,1
1633,wake reals hitting snooze hour,0
1634,received unexpected ota update tell update changed still trusted use latitude,0
1635,cousins funny lol,1
1636,emilystweet free need put update app stay open log,0
1637,turns feel fine abou,1
1638,markrosenbauer yes strongly agree smiling thing smile say donald trump smile often,1
1639,students,1
1640,demivenom cant msn working time friday fun,0
1641,sapphire city mony dont like lady gaga sorry ash,0
1642,goodnight everyone,1
1643,bnice dont wanna cuddle,0
1644,brianhahn amp watched watch never stops,1
1645,untitled stole got khimjejung step one spell name songs believe island,1
1646,terilynns amazing stuff like school thanks retweet,1
1647,sigh waiting leeds train station lemme home,0
1648,asked got retarded grass hopper drink tasted like dust got school end,1
1649,anyone wanna come round amp watch stardust feeling lonely,0
1650,lisa otto damn hoping see tomorrow lol,0
1651,mobidextrous going back europe tomorrow friends need ridiculous china gifts,0
1652,allergies really messing eyes last night today one red swollen think look like drugs,0
1653,still completely cracks adam pascal song backyardigans,1
1654,ilikebubbles yeah good point,1
1655,morning twitter land good last class day next week classes week brand new ones,1
1656,finished study review,1
1657,luving sunshine little burnt,0
1658,natmcb lovely meet natalie happy make regular thing tweetdeck,1
1659,morning twitterland ahh feeling better today hope hvin great day far watch house laters,1
1660,people express feelings differently online offline,1
1661,lilyginny hey lili erika exactly bringing card tom missed whole thing,0
1662,heading beach bummer,0
1663,bit disappointed weather today,0
1664,downloaded safari beta mac nervous seems working great,1
1665,discoballs,1
1666,jofstar would truly great,1
1667,humidity yucky cant wait rain,1
1668,get caught even fixed mom seat radio station filled gas tank used drive,0
1669,listening song quot shattered quot tynisha keli www myspace com tynishakeli,1
1670,excited new moon,1
1671,bwsteam hey didnt get attachment time,0
1672,getting ready reinvent stay tuned,1
1673,physics revision today anti climax prom,0
1674,awful run tonight heat getting,0
1675,waltward first made laugh made sad dumb,0
1676,mcdonalds drive yum,1
1677,octostone alas nowhere near fair city,0
1678,bright early day last full day key west fun really want home,0
1679,overbaked cheesecake brownies,0
1680,finished work going sleep,1
1681,marisolmercedes chicago told come back harolds chkn,0
1682,lol copying pics laptop gonna,1
1683,mygoldenchild night,1
1684,work enjoying rain hope everyone great day xoo,1
1685,extremely unhappy angry ever bus way home,1
1686,headache home alone doin stuff til partyin upp,0
